Date,Country/Region,Confirmed,Deaths
2020-04-06,San Marino,266,32
2020-04-06,Sao Tome and Principe,4,0
2020-04-06,Saudi Arabia,2605,38
2020-04-06,Senegal,226,2
2020-04-06,Serbia,2200,58
2020-04-06,Seychelles,11,0
2020-04-06,Sierra Leone,6,0
2020-04-06,Singapore,1375,6
2020-04-06,Slovakia,534,2
2020-04-06,Slovenia,1021,30
2020-04-06,Somalia,7,0
2020-04-06,South Africa,1686,12
2020-04-06,South Sudan,1,0
2020-04-06,Spain,136675,13341
2020-04-06,Sri Lanka,178,5
2020-04-06,Sudan,12,2
2020-04-06,Suriname,10,1
2020-04-06,Sweden,7206,477
2020-04-06,Switzerland,21657,765
2020-04-06,Syria,19,2
2020-04-06,Taiwan,373,5
2020-04-06,Tanzania,24,1
2020-04-06,Thailand,2220,26
2020-04-06,Timor-Leste,1,0
2020-04-06,Togo,58,3
2020-04-06,Trinidad and Tobago,105,8
2020-04-06,Tunisia,596,22
2020-04-06,Turkey,30217,649
2020-04-06,United States of America,366667,10783
2020-04-06,Uganda,52,0
2020-04-06,Ukraine,1319,38
2020-04-06,United Arab Emirates,2076,11
2020-04-06,United Kingdom,52279,5385
2020-04-06,Uruguay,406,6
2020-04-06,Uzbekistan,457,2
2020-04-06,Venezuela,165,7
2020-04-06,Viet Nam,245,0
2020-04-06,West Bank and Gaza,254,1
2020-04-06,Western Sahara,4,0
2020-04-06,Zambia,39,1
2020-04-06,Zimbabwe,10,1
2020-04-06,Total,1345101,74565
2020-04-07,Afghanistan,423,14
2020-04-07,Albania,383,22
2020-04-07,Algeria,1468,193
2020-04-07,Andorra,545,22
2020-04-07,Angola,17,2
2020-04-07,Antigua and Barbuda,19,1
2020-04-07,Argentina,1628,56
2020-04-07,Armenia,853,8
2020-04-07,Australia,5895,45
2020-04-07,Austria,12639,243
2020-04-07,Azerbaijan,717,8
2020-04-07,Bahams,33,6
2020-04-07,Bahrain,811,5
2020-04-07,Bangladesh,164,17
2020-04-07,Barbados,63,3
2020-04-07,Belarus,861,13
2020-04-07,Belgium,22194,2035
2020-04-07,Belize,7,1
2020-04-07,Benin,26,1
2020-04-07,Bhutan,5,0
2020-04-07,Bolivia,194,14
2020-04-07,Bosnia and Herzegovina,764,33
2020-04-07,Botswana,6,1
2020-04-07,Brazil,14034,686
2020-04-07,Brunei,135,1
2020-04-07,Bulgaria,577,23
2020-04-07,Burkina Faso,384,19
2020-04-07,Burma,22,1
2020-04-07,Burundi,3,0
2020-04-07,Cape Verde,7,1
2020-04-07,Cambodia,115,0
2020-04-07,Cameroon,658,9
2020-04-07,Canada,17872,375
2020-04-07,Central African Republic,8,0
2020-04-07,Chad,10,0
2020-04-07,Chile,5116,43
2020-04-07,China,82718,3335
2020-04-07,Colombia,1780,50
2020-04-07,Republic of the Congo,225,23
2020-04-07,Costa Rica,483,2
2020-04-07,Ivory Coast,349,3
2020-04-07,Croatia,1282,18
2020-04-07,Cuba,396,11
2020-04-07,Cyprus,494,9
2020-04-07,Czech Republic,5017,88
2020-04-07,Denmark,5266,203
2020-04-07,Japan,4618,103
2020-04-07,Djibouti,90,0
2020-04-07,Dominica,15,0
2020-04-07,Dominican Republic,1956,98
2020-04-07,Ecuador,3747,191
2020-04-07,Egypt,1450,94
2020-04-07,El Salvador,78,4
2020-04-07,Equatorial Guinea,16,0
2020-04-07,Eritrea,31,0
2020-04-07,Estonia,1149,21
2020-04-07,Eswatini,10,0
2020-04-07,Ethiopia,52,2
2020-04-07,Fiji,15,0
2020-04-07,Finland,2308,34
2020-04-07,France,110065,10343
2020-04-07,Gabon,30,1
2020-04-07,Gambia,4,1
2020-04-07,Georgia,196,3
2020-04-07,Germany,107663,2016
2020-04-07,Ghana,287,5
2020-04-07,Greece,1832,81
2020-04-07,Grenada,12,0
2020-04-07,Guatemala,77,3
2020-04-07,Guinea,144,0
2020-04-07,Guinea-Bissau,33,0
2020-04-07,Guyana,33,5
2020-04-07,Haiti,25,1
2020-04-07,Holy See,7,0
2020-04-07,Honduras,305,22
2020-04-07,Hungary,817,47
2020-04-07,Iceland,1586,6
2020-04-07,India,5311,150
2020-04-07,Indonesia,2738,221
2020-04-07,Iran,62589,3872
2020-04-07,Iraq,1122,65
2020-04-07,Ireland,5709,210
2020-04-07,Israel,9248,65
2020-04-07,Italy,135586,17127
2020-04-07,Jamaica,63,3
2020-04-07,Jordan,353,6
2020-04-07,Kazakhstan,697,6
2020-04-07,Kenya,172,6
2020-04-07,South Korea,10331,192
2020-04-07,Kosovo,170,4
2020-04-07,Kuwait,743,1
2020-04-07,Kyrgyzstan,228,4
2020-04-07,Laos,14,0
2020-04-07,Latvia,548,2
2020-04-07,Lebanon,548,19
2020-04-07,Liberia,14,3
2020-04-07,Libya,20,1
2020-04-07,Liechtenstein,78,1
2020-04-07,Lithuania,880,15
2020-04-07,Luxembourg,2970,44
2020-04-07,MS Zaandam,9,2
2020-04-07,Madagascar,88,0
2020-04-07,Malawi,8,1
2020-04-07,Malaysia,3963,63
2020-04-07,Maldives,19,0
2020-04-07,Mali,56,5
2020-04-07,Malta,293,0
2020-04-07,Mauritania,6,1
2020-04-07,Mauritius,268,7
2020-04-07,Mexico,2439,125
2020-04-07,Moldova,1056,22
2020-04-07,Monaco,79,1
2020-04-07,Mongolia,15,0
2020-04-07,Montenegro,241,2
2020-04-07,Morocco,1184,90
2020-04-07,Mozambique,10,0
2020-04-07,Namibia,16,0
2020-04-07,Nepal,9,0
2020-04-07,Netherlands,19709,2108
2020-04-07,New Zealand,1160,1
2020-04-07,Nicaragua,6,1
2020-04-07,Niger,278,11
2020-04-07,Nigeria,254,6
2020-04-07,North Macedonia,599,26
2020-04-07,Norway,6086,89
2020-04-07,Oman,371,2
2020-04-07,Pakistan,4035,57
2020-04-07,Panama,2100,55
2020-04-07,Papua New Guinea,2,0
2020-04-07,Paraguay,115,5
2020-04-07,Peru,2954,107
2020-04-07,Philippines,3764,177
2020-04-07,Poland,4848,129
2020-04-07,Portugal,12442,345
2020-04-07,Qatar,2057,6
2020-04-07,Romania,4417,197
2020-04-07,Russia,7497,58
2020-04-07,Rwanda,105,0
2020-04-07,Saint Kitts and Nevis,11,0
2020-04-07,Saint Lucia,14,0
2020-04-07,Saint Vincent and the Grenadines,8,0
2020-04-07,San Marino,279,34
2020-04-07,Sao Tome and Principe,4,0
2020-04-07,Saudi Arabia,2795,41
2020-04-07,Senegal,237,2
2020-04-07,Serbia,2447,61
2020-04-07,Seychelles,11,0
2020-04-07,Sierra Leone,6,0
2020-04-07,Singapore,1481,6
2020-04-07,Slovakia,581,2
2020-04-07,Slovenia,1059,36
2020-04-07,Somalia,8,0
2020-04-07,South Africa,1749,13
2020-04-07,South Sudan,2,0
2020-04-07,Spain,141942,14045
2020-04-07,Sri Lanka,185,6
2020-04-07,Sudan,14,2
2020-04-07,Suriname,10,1
2020-04-07,Sweden,7693,591
2020-04-07,Switzerland,22253,821
2020-04-07,Syria,19,2
2020-04-07,Taiwan,376,5
2020-04-07,Tanzania,24,1
2020-04-07,Thailand,2258,27
2020-04-07,Timor-Leste,1,0
2020-04-07,Togo,65,3
2020-04-07,Trinidad and Tobago,107,8
2020-04-07,Tunisia,623,23
2020-04-07,Turkey,34109,725
2020-04-07,United States of America,396223,12722
2020-04-07,Uganda,52,0
2020-04-07,Ukraine,1462,45
2020-04-07,United Arab Emirates,2359,12
2020-04-07,United Kingdom,55949,6171
2020-04-07,Uruguay,424,7
2020-04-07,Uzbekistan,520,2
2020-04-07,Venezuela,165,7
2020-04-07,Viet Nam,249,0
2020-04-07,West Bank and Gaza,261,1
2020-04-07,Western Sahara,4,0
2020-04-07,Zambia,39,1
2020-04-07,Zimbabwe,11,2
2020-04-07,Total,1426096,81865
2020-04-08,Afghanistan,444,14
2020-04-08,Albania,400,22
2020-04-08,Algeria,1572,205
2020-04-08,Andorra,564,23
2020-04-08,Angola,19,2
2020-04-08,Antigua and Barbuda,19,2
2020-04-08,Argentina,1715,63
2020-04-08,Armenia,881,9
2020-04-08,Australia,6010,50
2020-04-08,Austria,12942,273
2020-04-08,Azerbaijan,822,8
2020-04-08,Bahams,40,7
2020-04-08,Bahrain,823,5
2020-04-08,Bangladesh,218,20
2020-04-08,Barbados,63,3
2020-04-08,Belarus,1066,13
2020-04-08,Belgium,23403,2240
2020-04-08,Belize,8,1
2020-04-08,Benin,26,1
2020-04-08,Bhutan,5,0
2020-04-08,Bolivia,210,15
2020-04-08,Bosnia and Herzegovina,804,34
2020-04-08,Botswana,6,1
2020-04-08,Brazil,16170,819
2020-04-08,Brunei,135,1
2020-04-08,Bulgaria,593,24
2020-04-08,Burkina Faso,414,23
2020-04-08,Burma,22,3
2020-04-08,Burundi,3,0
2020-04-08,Cape Verde,7,1
2020-04-08,Cambodia,117,0
2020-04-08,Cameroon,730,10
2020-04-08,Canada,19141,407
2020-04-08,Central African Republic,8,0
2020-04-08,Chad,10,0
2020-04-08,Chile,5546,48
2020-04-08,China,82809,3337
2020-04-08,Colombia,2054,54
2020-04-08,Republic of the Congo,225,23
2020-04-08,Costa Rica,502,3
2020-04-08,Ivory Coast,384,3
2020-04-08,Croatia,1343,19
2020-04-08,Cuba,457,12
2020-04-08,Cyprus,526,9
2020-04-08,Czech Republic,5312,99
2020-04-08,Denmark,5597,218
2020-04-08,Japan,4969,104
2020-04-08,Djibouti,135,0
2020-04-08,Dominica,15,0
2020-04-08,Dominican Republic,2111,108
2020-04-08,Ecuador,4450,242
2020-04-08,Egypt,1560,103
2020-04-08,El Salvador,93,5
2020-04-08,Equatorial Guinea,18,0
2020-04-08,Eritrea,33,0
2020-04-08,Estonia,1185,24
2020-04-08,Eswatini,12,0
2020-04-08,Ethiopia,55,2
2020-04-08,Fiji,15,0
2020-04-08,Finland,2487,40
2020-04-08,France,113959,10887
2020-04-08,Gabon,34,1
2020-04-08,Gambia,4,1
2020-04-08,Georgia,211,3
2020-04-08,Germany,113296,2349
2020-04-08,Ghana,313,6
2020-04-08,Greece,1884,83
2020-04-08,Grenada,12,0
2020-04-08,Guatemala,87,3
2020-04-08,Guinea,164,0
2020-04-08,Guinea-Bissau,33,0
2020-04-08,Guyana,37,6
2020-04-08,Haiti,27,1
2020-04-08,Holy See,8,0
2020-04-08,Honduras,312,22
2020-04-08,Hungary,895,58
2020-04-08,Iceland,1616,6
2020-04-08,India,5916,178
2020-04-08,Indonesia,2956,240
2020-04-08,Iran,64586,3993
2020-04-08,Iraq,1202,69
2020-04-08,Ireland,6074,235
2020-04-08,Israel,9404,73
2020-04-08,Italy,139422,17669
2020-04-08,Jamaica,63,4
2020-04-08,Jordan,358,6
2020-04-08,Kazakhstan,727,7
2020-04-08,Kenya,179,6
2020-04-08,South Korea,10384,200
2020-04-08,Kosovo,184,5
2020-04-08,Kuwait,855,1
2020-04-08,Kyrgyzstan,270,4
2020-04-08,Laos,15,0
2020-04-08,Latvia,577,2
2020-04-08,Lebanon,576,19
2020-04-08,Liberia,31,4
2020-04-08,Libya,21,1
2020-04-08,Liechtenstein,78,1
2020-04-08,Lithuania,912,15
2020-04-08,Luxembourg,3034,46
2020-04-08,MS Zaandam,9,2
2020-04-08,Madagascar,93,0
2020-04-08,Malawi,8,1
2020-04-08,Malaysia,4119,65
2020-04-08,Maldives,19,0
2020-04-08,Mali,59,7
2020-04-08,Malta,299,1
2020-04-08,Mauritania,6,1
2020-04-08,Mauritius,273,7
2020-04-08,Mexico,2785,141
2020-04-08,Moldova,1174,27
2020-04-08,Monaco,81,1
2020-04-08,Mongolia,16,0
2020-04-08,Montenegro,248,2
2020-04-08,Morocco,1275,93
2020-04-08,Mozambique,17,0
2020-04-08,Namibia,16,0
2020-04-08,Nepal,9,0
2020-04-08,Netherlands,20682,2255
2020-04-08,New Zealand,1210,1
2020-04-08,Nicaragua,6,1
2020-04-08,Niger,342,11
2020-04-08,Nigeria,276,6
2020-04-08,North Macedonia,617,29
2020-04-08,Norway,6086,101
2020-04-08,Oman,419,2
2020-04-08,Pakistan,4263,61
2020-04-08,Panama,2249,59
2020-04-08,Papua New Guinea,2,0
2020-04-08,Paraguay,119,5
2020-04-08,Peru,4342,121
2020-04-08,Philippines,3870,182
2020-04-08,Poland,5205,159
2020-04-08,Portugal,13141,380
2020-04-08,Qatar,2210,6
2020-04-08,Romania,4761,220
2020-04-08,Russia,8672,63
2020-04-08,Rwanda,110,0
2020-04-08,Saint Kitts and Nevis,11,0
2020-04-08,Saint Lucia,14,0
2020-04-08,Saint Vincent and the Grenadines,8,0
2020-04-08,San Marino,279,34
2020-04-08,Sao Tome and Principe,4,0
2020-04-08,Saudi Arabia,2932,41
2020-04-08,Senegal,244,2
2020-04-08,Serbia,2666,65
2020-04-08,Seychelles,11,0
2020-04-08,Sierra Leone,7,0
2020-04-08,Singapore,1623,6
2020-04-08,Slovakia,682,2
2020-04-08,Slovenia,1091,40
2020-04-08,Somalia,12,1
2020-04-08,South Africa,1845,18
2020-04-08,South Sudan,2,0
2020-04-08,Spain,148220,14792
2020-04-08,Sri Lanka,189,7
2020-04-08,Sudan,14,2
2020-04-08,Suriname,10,1
2020-04-08,Sweden,8419,687
2020-04-08,Switzerland,23280,895
2020-04-08,Syria,19,2
2020-04-08,Taiwan,379,5
2020-04-08,Tanzania,25,1
2020-04-08,Thailand,2369,30
2020-04-08,Timor-Leste,1,0
2020-04-08,Togo,70,3
2020-04-08,Trinidad and Tobago,107,8
2020-04-08,Tunisia,628,24
2020-04-08,Turkey,38226,812
2020-04-08,United States of America,429052,14695
2020-04-08,Uganda,53,0
2020-04-08,Ukraine,1668,52
2020-04-08,United Arab Emirates,2659,12
2020-04-08,United Kingdom,61474,7111
2020-04-08,Uruguay,424,7
2020-04-08,Uzbekistan,545,3
2020-04-08,Venezuela,167,9
2020-04-08,Viet Nam,251,0
2020-04-08,West Bank and Gaza,263,1
2020-04-08,Western Sahara,4,0
2020-04-08,Zambia,39,1
2020-04-08,Zimbabwe,11,3
2020-04-08,Total,1511104,88338
2020-04-09,Afghanistan,484,15
2020-04-09,Albania,409,23
2020-04-09,Algeria,1666,235
2020-04-09,Andorra,583,25
2020-04-09,Angola,19,2
2020-04-09,Antigua and Barbuda,19,2
2020-04-09,Argentina,1795,72
2020-04-09,Armenia,921,10
2020-04-09,Australia,6108,51
2020-04-09,Austria,13244,295
2020-04-09,Azerbaijan,926,9
2020-04-09,Bahams,41,8
2020-04-09,Bahrain,887,5
2020-04-09,Bangladesh,330,21
2020-04-09,Barbados,66,3
2020-04-09,Belarus,1486,16
2020-04-09,Belgium,24983,2523
2020-04-09,Belize,9,1
2020-04-09,Benin,26,1
2020-04-09,Bhutan,5,0
2020-04-09,Bolivia,264,18
2020-04-09,Bosnia and Herzegovina,858,35
2020-04-09,Botswana,13,1
2020-04-09,Brazil,18092,950
2020-04-09,Brunei,135,1
2020-04-09,Bulgaria,618,24
2020-04-09,Burkina Faso,443,24
2020-04-09,Burma,23,3
2020-04-09,Burundi,3,0
2020-04-09,Cape Verde,7,1
2020-04-09,Cambodia,119,0
2020-04-09,Cameroon,730,10
2020-04-09,Canada,20654,503
2020-04-09,Central African Republic,8,0
2020-04-09,Chad,11,0
2020-04-09,Chile,5972,57
2020-04-09,China,82883,3339
2020-04-09,Colombia,2223,69
2020-04-09,Republic of the Congo,240,23
2020-04-09,Costa Rica,539,3
2020-04-09,Ivory Coast,444,3
2020-04-09,Croatia,1407,20
2020-04-09,Cuba,515,15
2020-04-09,Cyprus,564,10
2020-04-09,Czech Republic,5569,112
2020-04-09,Denmark,5830,237
2020-04-09,Japan,5379,105
2020-04-09,Djibouti,135,0
2020-04-09,Dominica,15,0
2020-04-09,Dominican Republic,2349,118
2020-04-09,Ecuador,4965,272
2020-04-09,Egypt,1699,118
2020-04-09,El Salvador,103,6
2020-04-09,Equatorial Guinea,18,0
2020-04-09,Eritrea,33,0
2020-04-09,Estonia,1207,24
2020-04-09,Eswatini,12,0
2020-04-09,Ethiopia,56,2
2020-04-09,Fiji,15,0
2020-04-09,Finland,2605,42
2020-04-09,France,118781,12228
2020-04-09,Gabon,44,1
2020-04-09,Gambia,4,1
2020-04-09,Georgia,218,3
2020-04-09,Germany,118181,2607
2020-04-09,Ghana,378,6
2020-04-09,Greece,1955,87
2020-04-09,Grenada,12,0
2020-04-09,Guatemala,95,3
2020-04-09,Guinea,194,0
2020-04-09,Guinea-Bissau,36,0
2020-04-09,Guyana,37,6
2020-04-09,Haiti,30,2
2020-04-09,Holy See,8,0
2020-04-09,Honduras,343,23
2020-04-09,Hungary,980,66
2020-04-09,Iceland,1648,6
2020-04-09,India,6725,226
2020-04-09,Indonesia,3293,280
2020-04-09,Iran,66220,4110
2020-04-09,Iraq,1232,69
2020-04-09,Ireland,6574,263
2020-04-09,Israel,9968,86
2020-04-09,Italy,143626,18279
2020-04-09,Jamaica,63,4
2020-04-09,Jordan,372,7
2020-04-09,Kazakhstan,781,8
2020-04-09,Kenya,184,7
2020-04-09,South Korea,10423,204
2020-04-09,Kosovo,184,5
2020-04-09,Kuwait,910,1
2020-04-09,Kyrgyzstan,280,4
2020-04-09,Laos,16,0
2020-04-09,Latvia,589,3
2020-04-09,Lebanon,582,19
2020-04-09,Liberia,31,4
2020-04-09,Libya,24,1
2020-04-09,Liechtenstein,78,1
2020-04-09,Lithuania,955,16
2020-04-09,Luxembourg,3115,52
2020-04-09,MS Zaandam,9,2
2020-04-09,Madagascar,93,0
2020-04-09,Malawi,8,1
2020-04-09,Malaysia,4228,67
2020-04-09,Maldives,19,0
2020-04-09,Mali,74,7
2020-04-09,Malta,337,2
2020-04-09,Mauritania,7,1
2020-04-09,Mauritius,314,7
2020-04-09,Mexico,3181,174
2020-04-09,Moldova,1289,29
2020-04-09,Monaco,84,1
2020-04-09,Mongolia,16,0
2020-04-09,Montenegro,252,2
2020-04-09,Morocco,1374,97
2020-04-09,Mozambique,17,0
2020-04-09,Namibia,16,0
2020-04-09,Nepal,9,0
2020-04-09,Netherlands,21903,2403
2020-04-09,New Zealand,1239,1
2020-04-09,Nicaragua,7,1
2020-04-09,Niger,410,11
2020-04-09,Nigeria,288,7
2020-04-09,North Macedonia,663,30
2020-04-09,Norway,6211,108
2020-04-09,Oman,457,3
2020-04-09,Pakistan,4489,65
2020-04-09,Panama,2528,63
2020-04-09,Papua New Guinea,2,0
2020-04-09,Paraguay,124,5
2020-04-09,Peru,5256,138
2020-04-09,Philippines,4076,203
2020-04-09,Poland,5575,174
2020-04-09,Portugal,13956,409
2020-04-09,Qatar,2376,6
2020-04-09,Romania,5202,248
2020-04-09,Russia,10131,76
2020-04-09,Rwanda,110,0
2020-04-09,Saint Kitts and Nevis,11,0
2020-04-09,Saint Lucia,14,0
2020-04-09,Saint Vincent and the Grenadines,12,0
2020-04-09,San Marino,333,34
2020-04-09,Sao Tome and Principe,4,0
2020-04-09,Saudi Arabia,3287,44
2020-04-09,Senegal,250,2
2020-04-09,Serbia,2867,66
2020-04-09,Seychelles,11,0
2020-04-09,Sierra Leone,7,0
2020-04-09,Singapore,1910,6
2020-04-09,Slovakia,701,2
2020-04-09,Slovenia,1124,43
2020-04-09,Somalia,12,1
2020-04-09,South Africa,1934,18
2020-04-09,South Sudan,3,0
2020-04-09,Spain,153222,15447
2020-04-09,Sri Lanka,190,7
2020-04-09,Sudan,15,2
2020-04-09,Suriname,10,1
2020-04-09,Sweden,9141,793
2020-04-09,Switzerland,24051,948
2020-04-09,Syria,19,2
2020-04-09,Taiwan,380,5
2020-04-09,Tanzania,25,1
2020-04-09,Thailand,2423,32
2020-04-09,Timor-Leste,1,0
2020-04-09,Togo,73,3
2020-04-09,Trinidad and Tobago,109,8
2020-04-09,Tunisia,643,25
2020-04-09,Turkey,42282,908
2020-04-09,United States of America,461437,16478
2020-04-09,Uganda,53,0
2020-04-09,Ukraine,1892,57
2020-04-09,United Arab Emirates,2990,14
2020-04-09,United Kingdom,65872,7993
2020-04-09,Uruguay,456,7
2020-04-09,Uzbekistan,582,3
2020-04-09,Venezuela,171,9
2020-04-09,Viet Nam,255,0
2020-04-09,West Bank and Gaza,263,1
2020-04-09,Western Sahara,4,0
2020-04-09,Zambia,39,1
2020-04-09,Zimbabwe,11,3
2020-04-09,Total,1595350,95455
2020-04-10,Afghanistan,521,15
2020-04-10,Albania,416,23
2020-04-10,Algeria,1761,256
2020-04-10,Andorra,601,26
2020-04-10,Angola,19,2
2020-04-10,Antigua and Barbuda,19,2
2020-04-10,Argentina,1975,82
2020-04-10,Armenia,937,12
2020-04-10,Australia,6215,54
2020-04-10,Austria,13555,319
2020-04-10,Azerbaijan,991,10
2020-04-10,Bahams,42,8
2020-04-10,Bahrain,925,6
2020-04-10,Bangladesh,424,27
2020-04-10,Barbados,67,4
2020-04-10,Belarus,1981,19
2020-04-10,Belgium,26667,3019
2020-04-10,Belize,10,2
2020-04-10,Benin,35,1
2020-04-10,Bhutan,5,0
2020-04-10,Bolivia,268,19
2020-04-10,Bosnia and Herzegovina,901,36
2020-04-10,Botswana,13,1
2020-04-10,Brazil,19638,1057
2020-04-10,Brunei,136,1
2020-04-10,Bulgaria,635,25
2020-04-10,Burkina Faso,443,24
2020-04-10,Burma,27,3
2020-04-10,Burundi,3,0
2020-04-10,Cape Verde,7,1
2020-04-10,Cambodia,119,0
2020-04-10,Cameroon,820,12
2020-04-10,Canada,22059,557
2020-04-10,Central African Republic,8,0
2020-04-10,Chad,11,0
2020-04-10,Chile,6501,65
2020-04-10,China,82941,3340
2020-04-10,Colombia,2473,80
2020-04-10,Republic of the Congo,275,25
2020-04-10,Costa Rica,558,3
2020-04-10,Ivory Coast,444,3
2020-04-10,Croatia,1495,21
2020-04-10,Cuba,564,15
2020-04-10,Cyprus,595,10
2020-04-10,Czech Republic,5732,119
2020-04-10,Denmark,6014,247
2020-04-10,Japan,6242,110
2020-04-10,Djibouti,150,1
2020-04-10,Dominica,16,0
2020-04-10,Dominican Republic,2620,126
2020-04-10,Ecuador,7161,297
2020-04-10,Egypt,1794,135
2020-04-10,El Salvador,117,6
2020-04-10,Equatorial Guinea,18,0
2020-04-10,Eritrea,34,0
2020-04-10,Estonia,1258,24
2020-04-10,Eswatini,12,0
2020-04-10,Ethiopia,65,3
2020-04-10,Fiji,16,0
2020-04-10,Finland,2769,48
2020-04-10,France,125931,13215
2020-04-10,Gabon,44,1
2020-04-10,Gambia,4,1
2020-04-10,Georgia,234,3
2020-04-10,Germany,122171,2767
2020-04-10,Ghana,378,6
2020-04-10,Greece,2011,92
2020-04-10,Grenada,14,0
2020-04-10,Guatemala,126,3
2020-04-10,Guinea,212,0
2020-04-10,Guinea-Bissau,36,0
2020-04-10,Guyana,37,6
2020-04-10,Haiti,31,2
2020-04-10,Holy See,8,0
2020-04-10,Honduras,382,23
2020-04-10,Hungary,1190,77
2020-04-10,Iceland,1675,7
2020-04-10,India,7598,246
2020-04-10,Indonesia,3512,306
2020-04-10,Iran,68192,4232
2020-04-10,Iraq,1279,70
2020-04-10,Ireland,8089,287
2020-04-10,Israel,10408,95
2020-04-10,Italy,147577,18849
2020-04-10,Jamaica,63,4
2020-04-10,Jordan,372,7
2020-04-10,Kazakhstan,812,10
2020-04-10,Kenya,189,7
2020-04-10,South Korea,10450,208
2020-04-10,Kosovo,250,7
2020-04-10,Kuwait,993,1
2020-04-10,Kyrgyzstan,298,5
2020-04-10,Laos,16,0
2020-04-10,Latvia,612,3
2020-04-10,Lebanon,609,20
2020-04-10,Liberia,37,5
2020-04-10,Libya,24,1
2020-04-10,Liechtenstein,79,1
2020-04-10,Lithuania,999,22
2020-04-10,Luxembourg,3223,54
2020-04-10,MS Zaandam,9,2
2020-04-10,Madagascar,93,0
2020-04-10,Malawi,9,1
2020-04-10,Malaysia,4346,70
2020-04-10,Maldives,19,0
2020-04-10,Mali,87,7
2020-04-10,Malta,350,2
2020-04-10,Mauritania,7,1
2020-04-10,Mauritius,318,9
2020-04-10,Mexico,3441,194
2020-04-10,Moldova,1438,29
2020-04-10,Monaco,90,1
2020-04-10,Mongolia,16,0
2020-04-10,Montenegro,255,2
2020-04-10,Morocco,1448,107
2020-04-10,Mozambique,20,0
2020-04-10,Namibia,16,0
2020-04-10,Nepal,9,0
2020-04-10,Netherlands,23249,2520
2020-04-10,New Zealand,1283,2
2020-04-10,Nicaragua,7,1
2020-04-10,Niger,438,11
2020-04-10,Nigeria,305,7
2020-04-10,North Macedonia,711,32
2020-04-10,Norway,6314,113
2020-04-10,Oman,484,3
2020-04-10,Pakistan,4695,66
2020-04-10,Panama,2752,66
2020-04-10,Papua New Guinea,2,0
2020-04-10,Paraguay,129,6
2020-04-10,Peru,5897,169
2020-04-10,Philippines,4195,221
2020-04-10,Poland,5955,181
2020-04-10,Portugal,15472,435
2020-04-10,Qatar,2512,6
2020-04-10,Romania,5467,270
2020-04-10,Russia,11917,94
2020-04-10,Rwanda,118,0
2020-04-10,Saint Kitts and Nevis,12,0
2020-04-10,Saint Lucia,15,0
2020-04-10,Saint Vincent and the Grenadines,12,0
2020-04-10,San Marino,344,34
2020-04-10,Sao Tome and Principe,4,0
2020-04-10,Saudi Arabia,3651,47
2020-04-10,Senegal,265,2
2020-04-10,Serbia,3105,71
2020-04-10,Seychelles,11,0
2020-04-10,Sierra Leone,8,0
2020-04-10,Singapore,2108,7
2020-04-10,Slovakia,715,2
2020-04-10,Slovenia,1160,45
2020-04-10,Somalia,21,1
2020-04-10,South Africa,2003,24
2020-04-10,South Sudan,4,0
2020-04-10,Spain,158273,16081
2020-04-10,Sri Lanka,190,7
2020-04-10,Sudan,17,2
2020-04-10,Suriname,10,1
2020-04-10,Sweden,9685,870
2020-04-10,Switzerland,24551,1002
2020-04-10,Syria,19,2
2020-04-10,Taiwan,382,6
2020-04-10,Tanzania,32,3
2020-04-10,Thailand,2473,33
2020-04-10,Timor-Leste,2,0
2020-04-10,Togo,76,3
2020-04-10,Trinidad and Tobago,109,8
2020-04-10,Tunisia,671,25
2020-04-10,Turkey,47029,1006
2020-04-10,United States of America,496535,18586
2020-04-10,Uganda,53,0
2020-04-10,Ukraine,2203,69
2020-04-10,United Arab Emirates,3360,16
2020-04-10,United Kingdom,74605,8974
2020-04-10,Uruguay,473,7
2020-04-10,Uzbekistan,624,3
2020-04-10,Venezuela,171,9
2020-04-10,Viet Nam,257,0
2020-04-10,West Bank and Gaza,267,2
2020-04-10,Western Sahara,4,0
2020-04-10,Yemen,1,0
2020-04-10,Zambia,40,2
2020-04-10,Zimbabwe,13,3
2020-04-10,Total,1691719,102525
2020-04-11,Afghanistan,555,18
2020-04-11,Albania,433,23
2020-04-11,Algeria,1825,275
2020-04-11,Andorra,601,26
2020-04-11,Angola,19,2
2020-04-11,Antigua and Barbuda,21,2
2020-04-11,Argentina,1975,83
2020-04-11,Armenia,967,13
2020-04-11,Australia,6303,57
2020-04-11,Austria,13806,337
2020-04-11,Azerbaijan,1058,11
2020-04-11,Bahams,46,8
2020-04-11,Bahrain,1040,6
2020-04-11,Bangladesh,482,30
2020-04-11,Barbados,68,4
2020-04-11,Belarus,2226,23
2020-04-11,Belgium,28018,3346
2020-04-11,Belize,13,2
2020-04-11,Benin,35,1
2020-04-11,Bhutan,5,0
2020-04-11,Bolivia,275,20
2020-04-11,Bosnia and Herzegovina,946,37
2020-04-11,Botswana,13,1
2020-04-11,Brazil,20727,1124
2020-04-11,Brunei,136,1
2020-04-11,Bulgaria,661,28
2020-04-11,Burkina Faso,484,27
2020-04-11,Burma,38,3
2020-04-11,Burundi,5,0
2020-04-11,Cape Verde,8,1
2020-04-11,Cambodia,120,0
2020-04-11,Cameroon,820,12
2020-04-11,Canada,23316,654
2020-04-11,Central African Republic,8,0
2020-04-11,Chad,11,0
2020-04-11,Chile,6927,73
