Date,Country,Cases,Deaths
7/2/2003,Thailand,9,2
7/2/2003,United Kingdom,4,0
7/2/2003,United States,73,0
7/2/2003,Viet Nam,63,5
7/2/2003,Total,8442,812
7/3/2003,Australia,5,0
7/3/2003,Brazil,1,0
7/3/2003,Canada,251,38
7/3/2003,China,5327,348
7/3/2003,Hong Kong,1755,298
7/3/2003,China,1,0
7/3/2003,Taiwan,674,84
7/3/2003,Colombia,1,0
7/3/2003,Finland,1,0
7/3/2003,France,7,0
7/3/2003,Germany,10,0
7/3/2003,India,3,0
7/3/2003,Indonesia,2,0
7/3/2003,Italy,4,0
7/3/2003,Kuwait,1,0
7/3/2003,Malaysia,5,2
7/3/2003,Mongolia,9,0
7/3/2003,New Zealand,1,0
7/3/2003,Philippines,14,2
7/3/2003,Republic of Ireland,1,0
7/3/2003,Republic of Korea,3,0
7/3/2003,Romania,1,0
7/3/2003,Russian Federation,1,0
7/3/2003,Singapore,206,32
7/3/2003,South Africa,1,1
7/3/2003,Spain,1,0
7/3/2003,Sweden,3,0
7/3/2003,Switzerland,1,0
7/3/2003,Thailand,9,2
7/3/2003,United Kingdom,4,0
7/3/2003,United States,73,0
7/3/2003,Viet Nam,63,5
7/3/2003,Total,8439,812
7/4/2003,Australia,5,0
7/4/2003,Brazil,1,0
7/4/2003,Canada,251,38
7/4/2003,China,5327,348
7/4/2003,Hong Kong,1755,298
7/4/2003,China,1,0
7/4/2003,Taiwan,674,84
7/4/2003,Colombia,1,0
7/4/2003,Finland,1,0
7/4/2003,France,7,0
7/4/2003,Germany,10,0
7/4/2003,India,3,0
7/4/2003,Indonesia,2,0
7/4/2003,Italy,4,0
7/4/2003,Kuwait,1,0
7/4/2003,Malaysia,5,2
7/4/2003,Mongolia,9,0
7/4/2003,New Zealand,1,0
7/4/2003,Philippines,14,2
7/4/2003,Republic of Ireland,1,0
7/4/2003,Republic of Korea,3,0
7/4/2003,Romania,1,0
7/4/2003,Russian Federation,1,0
7/4/2003,Singapore,206,32
7/4/2003,South Africa,1,1
7/4/2003,Spain,1,0
7/4/2003,Sweden,3,0
7/4/2003,Switzerland,1,0
7/4/2003,Thailand,9,2
7/4/2003,United Kingdom,4,0
7/4/2003,United States,73,0
7/4/2003,Viet Nam,63,5
7/4/2003,Total,8439,812
7/7/2003,Australia,5,0
7/7/2003,Brazil,1,0
7/7/2003,Canada,251,38
7/7/2003,China,5327,348
7/7/2003,Hong Kong,1755,298
7/7/2003,China,1,0
7/7/2003,Taiwan,674,84
7/7/2003,Colombia,1,0
7/7/2003,Finland,1,0
7/7/2003,France,7,0
7/7/2003,Germany,10,0
7/7/2003,India,3,0
7/7/2003,Indonesia,2,0
7/7/2003,Italy,4,0
7/7/2003,Kuwait,1,0
7/7/2003,Malaysia,5,2
7/7/2003,Mongolia,9,0
7/7/2003,New Zealand,1,0
7/7/2003,Philippines,14,2
7/7/2003,Republic of Ireland,1,0
7/7/2003,Republic of Korea,3,0
7/7/2003,Romania,1,0
7/7/2003,Russian Federation,1,0
7/7/2003,Singapore,206,32
7/7/2003,South Africa,1,1
7/7/2003,Spain,1,0
7/7/2003,Sweden,3,0
7/7/2003,Switzerland,1,0
7/7/2003,Thailand,9,2
7/7/2003,United Kingdom,4,0
7/7/2003,United States,73,0
7/7/2003,Viet Nam,63,5
7/7/2003,Total,8439,812
7/8/2003,Australia,5,0
7/8/2003,Brazil,1,0
7/8/2003,Canada,250,38
7/8/2003,China,5327,348
7/8/2003,Hong Kong,1755,298
7/8/2003,China,1,0
7/8/2003,Taiwan,671,84
7/8/2003,Colombia,1,0
7/8/2003,Finland,1,0
7/8/2003,France,7,0
7/8/2003,Germany,10,0
7/8/2003,India,3,0
7/8/2003,Indonesia,2,0
7/8/2003,Italy,4,0
7/8/2003,Kuwait,1,0
7/8/2003,Malaysia,5,2
7/8/2003,Mongolia,9,0
7/8/2003,New Zealand,1,0
7/8/2003,Philippines,14,2
7/8/2003,Republic of Ireland,1,0
7/8/2003,Republic of Korea,3,0
7/8/2003,Romania,1,0
7/8/2003,Russian Federation,1,0
7/8/2003,Singapore,206,32
7/8/2003,South Africa,1,1
7/8/2003,Spain,1,0
7/8/2003,Sweden,3,0
7/8/2003,Switzerland,1,0
7/8/2003,Thailand,9,2
7/8/2003,United Kingdom,4,0
7/8/2003,United States,74,0
7/8/2003,Viet Nam,63,5
7/8/2003,Total,8436,812
7/9/2003,Australia,5,0
7/9/2003,Brazil,1,0
7/9/2003,Canada,249,38
7/9/2003,China,5327,348
7/9/2003,Hong Kong,1755,298
7/9/2003,China,1,0
7/9/2003,Taiwan,671,84
7/9/2003,Colombia,1,0
7/9/2003,Finland,1,0
7/9/2003,France,7,0
7/9/2003,Germany,10,0
7/9/2003,India,3,0
7/9/2003,Indonesia,2,0
7/9/2003,Italy,4,0
7/9/2003,Kuwait,1,0
7/9/2003,Malaysia,5,2
7/9/2003,Mongolia,9,0
7/9/2003,New Zealand,1,0
7/9/2003,Philippines,14,2
7/9/2003,Republic of Ireland,1,0
7/9/2003,Republic of Korea,3,0
7/9/2003,Romania,1,0
7/9/2003,Russian Federation,1,0
7/9/2003,Singapore,206,32
7/9/2003,South Africa,1,1
7/9/2003,Spain,1,0
7/9/2003,Sweden,3,0
7/9/2003,Switzerland,1,0
7/9/2003,Thailand,9,2
7/9/2003,United Kingdom,4,0
7/9/2003,United States,75,0
7/9/2003,Viet Nam,63,5
7/9/2003,Total,8436,812
7/10/2003,Australia,5,0
7/10/2003,Brazil,1,0
7/10/2003,Canada,250,38
7/10/2003,China,5327,348
7/10/2003,Hong Kong,1755,298
7/10/2003,China,1,0
7/10/2003,Taiwan,671,84
7/10/2003,Colombia,1,0
7/10/2003,Finland,1,0
7/10/2003,France,7,0
7/10/2003,Germany,10,0
7/10/2003,India,3,0
7/10/2003,Indonesia,2,0
7/10/2003,Italy,4,0
7/10/2003,Kuwait,1,0
7/10/2003,Malaysia,5,2
7/10/2003,Mongolia,9,0
7/10/2003,New Zealand,1,0
7/10/2003,Philippines,14,2
7/10/2003,Republic of Ireland,1,0
7/10/2003,Republic of Korea,3,0
7/10/2003,Romania,1,0
7/10/2003,Russian Federation,1,0
7/10/2003,Singapore,206,32
7/10/2003,South Africa,1,1
7/10/2003,Spain,1,0
7/10/2003,Sweden,3,0
7/10/2003,Switzerland,1,0
7/10/2003,Thailand,9,2
7/10/2003,United Kingdom,4,0
7/10/2003,United States,75,0
7/10/2003,Viet Nam,63,5
7/10/2003,Total,8437,812
7/11/2003,Australia,5,0
7/11/2003,Brazil,1,0
7/11/2003,Canada,250,38
7/11/2003,China,5327,348
7/11/2003,Hong Kong,1755,298
7/11/2003,China,1,0
7/11/2003,Taiwan,671,84
7/11/2003,Colombia,1,0
7/11/2003,Finland,1,0
7/11/2003,France,7,1
7/11/2003,Germany,10,0
7/11/2003,India,3,0
7/11/2003,Indonesia,2,0
7/11/2003,Italy,4,0
7/11/2003,Kuwait,1,0
7/11/2003,Malaysia,5,2
7/11/2003,Mongolia,9,0
7/11/2003,New Zealand,1,0
7/11/2003,Philippines,14,2
7/11/2003,Republic of Ireland,1,0
7/11/2003,Republic of Korea,3,0
7/11/2003,Romania,1,0
7/11/2003,Russian Federation,1,0
7/11/2003,Singapore,206,32
7/11/2003,South Africa,1,1
7/11/2003,Spain,1,0
7/11/2003,Sweden,3,0
7/11/2003,Switzerland,1,0
7/11/2003,Thailand,9,2
7/11/2003,United Kingdom,4,0
7/11/2003,United States,75,0
7/11/2003,Viet Nam,63,5
7/11/2003,Total,8437,813
